COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX
0.23018,0.24242,0.49078,0.34157,0.57143,0.4,0.50519,0.43424,0.47416,0.49679
0.11653,0.1442,0.44552,0.19998,0.42857,0.33333,0.59647,0.40623,0.51126,0.41923
0.23655,?,0.63026,0.34215,0.64286,0.4,0.53024,0.41437,0.47879,0.43013
0.10174,0.08993,0.47443,0.22658,?,0.33333,0.48667,0.4343,0.46407,0.40577
0.18293,0.13105,0.37446,0.25167,0.57143,0.4,0.41207,0.34528,?,0.38269
0.12424,0.25624,0.51429,0.33031,0.57143,0.46667,0.47571,0.39272,0.43911,0.48462
0.16225,0.22848,0.45869,0.30007,0.57143,0.4,0.49762,0.37915,0.44489,0.40256
0.19488,0.19183,0.39787,0.32846,0.78571,0.53333,0.42234,0.31322,?,0.44808
0.25666,0.2382,0.53736,0.37556,0.57143,0.53333,0.52936,0.42565,0.48345,?
0.18859,0.22707,0.46901,0.33174,0.5,0.4,?,0.35957,0.39886,0.39679
?,0.20472,?,0.31091,0.64286,0.46667,0.45,0.36279,0.41141,0.41859
0.11784,0.30105,0.45621,0.31998,?,0.46667,0.46619,?,0.44131,0.44872
0.15645,0.25814,0.44254,0.34109,0.35714,0.33333,0.37992,0.36658,0.37484,?
0.23306,0.1442,0.49241,0.31984,0.5,0.26667,0.51019,0.37942,0.45189,?
0.22629,0.11668,?,0.23228,0.42857,?,0.33539,0.21153,?,0.25449
0.00887,0.17561,0.26389,0.07355,0.28571,0.26667,0.44665,0.31251,0.38664,0.3391
0.25846,0.15192,0.49129,0.33842,0.5,0.46667,?,0.3414,0.41737,0.375
0.23814,0.68761,0.77128,0.63165,0.71429,0.6,0.85206,0.70117,0.78549,0.64487
0.25345,0.3267,0.646,0.48845,?,0.53333,0.58579,0.50129,0.54879,?
?,0.35917,0.37486,0.29978,0.57143,0.53333,?,0.37962,0.39221,0.41859
0.11983,?,0.41544,0.29511,0.57143,0.4,0.46547,0.38654,0.43069,0.40705
0.33535,0.22346,?,?,0.5,0.33333,0.50009,0.471,0.48815,0.38974
0.3188,0.47341,0.73865,0.64301,0.5,0.4,0.64799,0.60627,0.63068,0.3609
0.21343,0.19809,0.35687,0.2602,0.5,0.53333,0.44443,0.34803,0.40163,0.50962
0.25857,0.24886,0.53712,?,0.64286,0.6,?,0.41978,0.47849,0.6109
0.18585,0.28505,0.54757,0.36031,0.64286,0.46667,0.50997,?,0.4632,0.54744
0.13723,0.21228,0.35257,0.27404,0.35714,0.33333,0.38288,0.35032,?,0.30962
0.32053,0.14733,0.62945,0.34547,0.78571,0.53333,0.55947,0.41983,0.49725,0.44551
0.25757,0.25499,0.57101,0.42082,0.57143,?,0.4894,0.41912,0.45864,0.39423
?,0.1545,?,0.37587,0.64286,0.4,0.56415,0.43074,?,0.33141
0.09546,?,0.29801,0.21322,0.35714,0.26667,0.44608,0.36267,0.40921,0.35385
0.20831,0.17186,0.44579,0.29118,0.42857,0.26667,0.45609,?,0.42119,?
0.12069,0.40325,0.3858,0.36093,0.42857,0.4,0.33919,0.39453,0.36534,0.35513
0.121,0.27807,0.3918,0.28317,0.5,?,0.50058,0.39057,0.45172,0.36795
0.14804,0.17687,0.40647,0.25216,0.57143,0.46667,0.49832,0.38712,0.44891,0.3859
0.23706,0.19973,0.36218,0.31997,0.57143,0.6,0.37761,?,0.36294,0.30385
0.18644,0.21342,0.41095,0.31809,0.5,0.4,0.39889,0.34405,0.37493,0.46474
0.39425,?,0.544,0.51741,0.5,0.46667,0.39507,0.41355,0.40455,0.32436
0.2425,0.22264,?,0.38108,?,0.53333,0.48857,0.38976,0.44479,0.5
0.21027,0.24162,0.47276,0.33204,0.64286,0.53333,0.4226,0.38752,0.40772,?
0.23122,0.19809,?,0.38659,0.5,0.46667,?,0.35599,0.38534,0.37756
0.18536,0.30878,0.52752,?,0.5,0.46667,0.43757,0.4109,0.42657,0.48141
0.28245,0.21221,0.52921,0.38788,0.57143,0.53333,0.45836,0.4173,0.44085,0.48077
0.1335,0.18586,0.34036,0.26463,0.42857,0.33333,0.37708,0.33829,0.36038,0.30128
0.20709,0.22132,0.48084,0.36415,0.64286,0.46667,0.50067,0.42938,0.46948,0.39423
?,0.32912,0.43175,0.33134,0.5,0.4,0.45666,0.3957,0.43006,0.40641
0.32385,0.24394,0.51486,0.42262,0.71429,0.46667,0.38934,?,?,0.34936
0.09183,0.21591,0.40335,0.22983,0.42857,0.2,0.41645,0.33941,0.38241,?
0.25032,0.21296,0.48571,0.33719,0.5,0.4,0.44375,0.38962,0.42023,0.33269
?,0.31243,0.49688,0.34889,0.57143,0.4,0.50703,0.445,0.48008,0.60321
0.19795,0.13998,0.41011,0.30306,0.42857,0.4,0.42771,0.34351,0.39043,0.33526
0.28428,0.15888,0.53237,0.33917,0.57143,0.4,0.48974,0.37132,0.43702,0.34872
0.24246,0.11252,0.38378,?,0.57143,0.4,0.44996,0.31293,0.38864,?
0.24802,0.15346,0.45898,0.29865,0.42857,?,0.40676,0.2905,0.3548,0.27756
0.07859,0.44736,?,0.30382,0.42857,0.4,0.46619,?,0.4407,0.38397
?,0.36087,0.41175,0.38953,0.42857,0.46667,?,0.42553,0.44451,0.44295
?,0.02681,0.36615,0.18685,0.28571,0.26667,0.38021,0.27818,0.33467,0.17244
0.32703,0.48563,?,0.59624,0.64286,0.53333,?,0.59432,0.61127,0.43269
0.46935,0.2904,0.77714,0.66487,0.71429,0.66667,0.68606,0.61435,0.65517,0.46474
0.2099,0.23377,?,0.32011,0.5,0.33333,0.48595,0.3895,0.44324,0.35128
0.29787,0.41945,0.62567,?,0.71429,0.53333,0.64403,0.53902,0.59783,0.51282
0.11467,?,?,0.2573,0.57143,0.4,0.41747,0.31194,?,0.50897
0.21769,0.21166,0.37844,0.26877,0.42857,0.4,0.38427,0.30175,0.34764,0.26538
0.18659,0.12828,0.37486,0.31529,0.5,0.4,0.36221,0.33439,?,0.18269
0.14448,0.21853,0.44556,0.29986,0.64286,0.46667,0.41661,0.35812,0.39104,0.36603
0.19795,0.20997,0.50766,0.39296,0.5,0.4,0.43189,0.41656,0.42604,0.3891
0.15188,0.04699,0.32199,0.15481,0.21429,0.13333,0.27887,0.22306,0.25415,0.11795
0.21952,0.32928,0.4643,0.37211,0.64286,0.66667,0.41561,0.38907,0.4046,0.59808
0.25219,0.06242,0.45962,0.22942,0.42857,0.2,0.3512,0.29489,0.32644,0.2359
0.10189,0.18913,0.44764,?,0.5,0.53333,?,0.44247,0.49675,0.42949
0.24727,0.13599,0.4478,0.23586,0.57143,0.26667,0.47741,0.31487,?,0.35385
0.23677,0.07991,0.3632,0.1852,0.5,?,0.35528,0.22519,0.29687,0.20385
?,0.27155,0.5387,0.33248,0.71429,0.4,?,0.40931,0.44982,0.37308
0.18238,0.17258,0.56898,0.32883,?,0.26667,0.46598,0.36392,0.42065,0.30897
0.10279,?,0.4968,0.31205,0.5,0.33333,?,0.44028,0.49504,0.38141
0.23406,0.2112,0.43441,0.33977,0.57143,0.46667,0.43079,0.38655,0.41175,0.41282
?,0.20321,0.4872,0.32196,0.71429,0.53333,0.47602,0.36815,0.42807,0.39103
0.18128,0.17832,?,0.27182,0.64286,0.46667,0.49775,0.37293,0.44213,0.37756
0.14067,0.31255,?,0.32936,0.57143,0.53333,0.48068,0.41212,0.45068,0.49423
0.2157,0.26692,?,0.34441,?,0.4,0.51153,0.40375,0.46372,0.37821
0.17839,0.17661,0.47604,0.3203,0.57143,?,0.42835,0.34892,0.39325,0.36859
0.17833,0.19861,0.44419,0.30776,0.5,0.4,0.46917,0.41753,0.44686,0.35577
0.1024,0.19008,0.46805,0.23399,0.35714,0.26667,0.485,0.42751,0.46006,0.27756
0.18229,0.26028,0.52199,0.36812,0.5,0.46667,0.51701,0.44228,0.48429,?
?,?,0.42764,0.3007,0.57143,0.33333,?,0.37632,0.42931,?
0.1105,0.19409,0.4021,?,0.64286,0.4,0.50317,0.3655,0.4417,0.37436
0.26504,0.30065,0.45143,?,0.5,0.53333,0.47664,0.43195,0.45752,0.44679
0.3183,0.18382,0.59094,0.3641,0.57143,0.4,0.45366,?,0.41785,0.40192
0.27782,0.24378,0.565,0.43769,0.5,0.46667,0.52781,0.43861,0.48851,0.44487
0.2367,0.03739,?,0.27794,?,0.4,0.40738,0.30214,0.36045,0.28333
0.33239,?,0.70548,0.60444,0.64286,0.53333,0.62282,0.55847,0.59512,?
0.17591,0.22914,0.50967,?,0.64286,0.4,0.48605,0.36711,0.43308,0.4391
0.21201,0.17867,0.44631,0.31585,?,0.6,0.45353,?,0.40782,0.47949
?,0.30524,0.45593,0.35197,0.5,0.4,0.40139,0.34934,0.37871,?
0.27086,0.07981,0.42787,0.32316,0.42857,0.4,0.4209,0.35672,0.39274,0.29231
?,0.27879,0.45095,0.41541,0.57143,0.4,0.38887,0.39017,0.3905,0.47372
0.25345,?,0.544,0.36996,0.42857,0.33333,0.41675,0.44163,0.42921,0.26795
0.30964,0.2114,0.53267,0.43076,0.64286,0.53333,0.53663,0.44032,?,0.54103
0.71682,0.38017,0.99792,1.0,0.64286,0.66667,0.76385,0.79169,0.77858,0.51987
0.19343,0.1408,0.3346,0.27655,0.35714,0.33333,0.36417,0.33078,0.3499,0.26987
0.24522,0.23685,0.43929,?,0.57143,?,0.46081,0.35681,0.41459,0.45962
0.3492,?,0.57897,0.48371,0.71429,0.46667,0.44284,?,?,0.42436
?,?,0.63482,0.57424,0.64286,0.6,0.67812,0.58549,0.63766,?
0.13101,0.22863,0.3316,0.22409,0.71429,0.73333,0.41486,0.31797,0.37176,0.34487
0.15718,0.2723,0.49927,0.35085,0.64286,?,0.43151,0.35587,0.39815,?
0.24074,0.43032,0.64104,0.49452,0.64286,0.53333,0.58077,0.53553,0.56167,0.55577
0.1408,0.28314,0.34,?,0.28571,0.33333,0.35746,0.36932,?,0.40897
0.29958,0.19278,0.51465,0.38475,?,?,0.50633,0.41563,0.4663,0.36474
0.14012,0.35698,0.48287,0.37766,0.57143,0.4,0.47913,0.42986,0.45793,0.47051
0.30838,0.0954,0.53225,0.32166,0.5,0.33333,0.44617,?,0.41554,0.30385
0.19128,0.30633,0.49542,0.41015,0.57143,0.53333,0.44958,0.38898,0.42313,0.53141
0.16404,0.203,0.38951,0.28345,0.35714,0.4,0.43322,0.37366,0.4072,0.43846
0.0528,0.29403,0.40375,0.26332,0.57143,0.4,0.37402,0.33534,0.35736,0.44679
?,0.27879,0.40571,?,0.5,?,0.44079,0.37114,0.41018,0.33333
0.22833,0.13186,0.50147,0.32612,?,0.4,0.47989,0.38034,0.43575,0.26795
0.14909,0.30749,0.45143,0.39226,0.35714,0.4,0.47686,0.45398,0.46769,?
0.06873,0.26934,?,0.3389,?,0.33333,0.50748,0.44378,0.47977,0.46026
?,0.14165,0.52091,0.33338,?,?,0.4795,0.369,0.43036,0.40256
?,0.16855,0.46413,0.24701,0.64286,0.46667,0.51153,0.36271,0.445,0.40192
0.13215,0.37963,0.3978,0.33359,0.57143,0.53333,0.43842,0.35742,?,0.70064
0.23146,?,0.40321,0.29695,0.5,0.4,?,0.29604,0.33656,?
?,0.2314,0.47727,0.4205,0.57143,?,0.47515,0.33553,0.41272,0.40513
0.197,?,0.37855,?,0.42857,0.26667,0.40072,0.34278,?,0.36474
0.17989,0.0477,0.31064,0.15826,0.42857,0.26667,0.39551,0.3013,0.35358,0.29679
0.22337,0.13375,0.55904,0.26176,?,0.46667,0.51119,?,0.4483,0.35833
?,0.20278,0.32493,0.20543,0.57143,0.46667,0.38609,0.28927,0.34295,0.34551
0.18009,0.10487,0.31579,0.15739,0.42857,0.33333,0.33977,0.27797,0.31248,0.31987
0.2006,0.17186,0.4245,0.25078,0.35714,0.26667,0.54262,0.36618,0.46356,0.29103
0.23529,0.15563,0.50181,0.30084,0.57143,0.4,?,0.32312,0.38438,0.44551
0.24641,0.13068,0.55857,0.38839,0.57143,0.46667,0.47127,0.38027,0.431,0.39744
0.14644,0.22303,0.50126,?,0.57143,0.4,0.46769,?,0.44298,0.38141
0.22688,0.10344,0.38068,0.21342,0.42857,?,0.35376,0.28456,?,0.24167
?,0.10587,0.36521,?,0.42857,0.4,?,0.31216,?,0.30128
0.15461,0.35532,0.60381,0.52237,0.71429,0.53333,0.54108,0.50878,0.52778,0.50833
?,0.04203,?,0.53732,0.64286,0.66667,?,0.39414,0.40552,0.24359
0.20625,0.15706,0.38447,0.24802,0.5,?,0.4395,0.33999,0.39527,0.35385
0.10998,0.33405,0.3926,0.31648,0.5,0.33333,0.35693,0.33124,0.34616,0.36859
0.17014,0.15246,0.54238,0.29623,0.57143,?,0.4898,0.36247,0.43301,0.40833
0.18586,0.17773,0.51486,?,0.57143,0.4,0.52816,0.39942,?,0.41154
0.16552,0.25603,0.39769,?,0.5,0.4,0.4732,0.42738,0.45356,0.40641
0.07357,0.26098,0.44426,0.28347,0.42857,0.33333,0.47337,0.38321,?,0.40064
0.04933,0.31542,0.2659,?,0.35714,0.26667,0.30655,0.32274,0.31475,?
0.2791,?,0.47461,0.31303,0.71429,?,?,0.36446,0.4206,0.30449
0.30376,0.17228,0.49663,0.34416,0.57143,0.4,0.41735,?,0.39701,0.32756
0.02216,0.32906,0.39972,0.26739,0.42857,0.33333,0.44973,0.37208,0.4155,?
0.26207,0.20482,0.4643,0.36093,0.42857,0.26667,0.37914,?,0.36927,0.28462
0.04251,0.28931,0.32809,0.15016,0.42857,0.2,0.50019,?,0.43282,0.27564
?,0.18327,0.46017,0.23979,0.64286,0.46667,0.51206,?,0.45572,0.37628
0.07623,0.3249,0.49302,0.31405,0.85714,0.4,?,0.41449,0.45341,0.52885
0.15529,0.23792,0.38751,0.29266,0.42857,0.4,0.38165,0.31723,0.35327,0.34295
0.20403,0.20515,0.46592,0.3473,0.57143,?,0.48027,0.39753,0.4438,0.39487
?,0.07252,0.48235,0.40978,0.57143,0.4,0.36818,0.36234,0.3665,0.24551
0.13581,0.22738,0.47056,?,0.57143,0.4,0.49525,0.37236,0.4405,0.37564
0.18914,0.18725,0.47701,0.28601,0.42857,0.33333,0.46264,0.34416,0.40982,0.27564
0.06797,0.30042,0.47901,0.29805,0.64286,0.4,0.53913,0.44511,0.49767,?
0.25313,0.14096,0.54029,0.33469,0.5,0.33333,0.48968,0.34965,0.42709,0.2859
0.11699,0.24129,0.41173,0.26263,0.64286,?,0.47968,0.39758,0.4435,0.62756
0.28044,0.19087,0.58971,0.41008,0.64286,0.53333,0.49015,0.39079,?,0.43077
0.06258,0.46465,0.44254,0.44252,0.35714,0.4,?,0.41259,0.44483,0.36923
0.10871,0.29243,0.38219,0.30588,0.42857,0.4,0.38175,0.3551,?,0.39423
0.13193,0.28883,0.44196,0.3451,?,0.53333,0.42531,?,0.40539,0.56603
0.25887,0.18182,?,0.34628,0.5,?,0.41992,0.36704,?,?
0.16195,0.30729,0.54344,0.37985,0.57143,0.4,0.5025,0.43545,0.47325,?
0.1096,0.24865,0.33764,0.26919,0.64286,?,0.39142,0.33768,0.36794,0.6359
0.0822,0.5199,0.46366,0.44682,0.42857,0.4,?,0.44925,0.46264,?
0.0534,?,0.32582,0.25355,0.57143,0.53333,0.3619,0.31577,0.34182,0.63397
0.20469,0.19117,0.6196,0.36671,0.78571,?,0.56757,?,0.50758,0.49038
0.20122,0.31492,0.55615,0.40128,0.64286,0.53333,?,0.46064,0.50493,0.52564
0.14237,0.19472,?,?,0.71429,?,0.43771,?,0.40198,0.3641
0.2783,0.59037,0.69829,0.61159,0.5,0.46667,0.67501,0.70509,0.69053,0.44487
0.20779,?,0.49892,0.3448,0.57143,0.4,0.51341,0.39245,0.45959,0.42756
0.19647,0.12156,0.47216,0.28031,?,0.33333,?,0.41699,0.45403,0.31731
0.22911,0.23289,0.4843,0.38664,0.5,0.46667,0.41947,0.39741,0.41052,0.48333
0.12363,0.25499,?,0.23586,0.35714,0.26667,0.59646,0.43022,0.5222,0.34936
0.28615,0.1349,0.39171,0.28434,0.57143,0.4,0.39674,0.34167,0.37267,?
0.13252,0.16399,0.38286,0.29933,0.35714,?,0.48301,0.36773,0.4317,0.29808
0.28966,0.17922,0.50237,0.36093,0.42857,?,0.47395,0.40055,0.44172,0.2109
0.41315,0.10578,0.48277,0.36452,0.57143,0.53333,0.44588,0.32999,0.3942,0.29551
0.20485,0.16524,0.51215,0.32487,0.78571,0.46667,0.50261,0.4002,0.45722,0.42949
0.14557,0.29594,0.51979,0.39426,0.71429,0.6,?,0.43412,0.46096,0.45321
0.21738,0.1345,0.33233,?,0.42857,0.33333,0.31023,0.29698,0.30501,0.31923
0.16688,0.1979,0.5121,0.35409,0.78571,0.46667,0.52134,0.37622,0.45652,0.39038
0.32703,0.23607,0.55152,0.43213,0.57143,?,0.5793,0.44089,0.51769,0.4641
0.17479,0.32445,0.32493,?,0.42857,?,0.39551,0.34876,0.37524,0.36538
0.27804,0.18527,0.47834,0.29556,0.5,0.4,0.48825,0.38713,?,0.38462
0.14312,0.25583,0.48434,0.34394,?,0.46667,0.42825,0.37786,0.4064,0.39679
?,?,?,0.27678,0.42857,0.33333,0.49792,0.42491,0.46594,0.3
0.18824,0.18857,0.5089,0.29302,0.64286,0.4,0.4783,0.353,0.42241,0.41346
0.26679,0.11005,0.43459,0.37107,0.35714,0.26667,0.3777,0.37695,?,0.24423
0.13304,0.09878,0.42299,0.18634,0.42857,0.4,?,0.34674,0.42158,?
0.18905,0.2047,0.54685,0.36068,0.5,0.26667,?,0.40819,0.44863,0.29679
0.29276,0.18632,0.47417,0.35306,0.5,0.46667,?,?,0.39436,0.36026
0.2213,?,0.45992,0.28998,0.5,0.4,0.50298,0.37742,0.44703,0.4109
?,0.24419,0.38786,0.32429,0.42857,0.26667,0.38146,0.35516,0.37047,0.29423
0.45057,0.34848,0.71886,0.72807,0.64286,0.66667,0.57012,0.59634,0.5836,?
0.32184,0.26551,0.45796,0.4492,0.42857,0.4,0.44716,0.50675,0.47553,0.40962
0.15168,0.27603,0.44763,0.35306,0.57143,0.46667,0.45398,0.40632,0.43344,0.49936
0.33697,?,?,0.3957,0.64286,0.46667,0.52224,0.42789,0.48058,0.45577
0.33697,0.17871,0.64015,0.40291,?,?,0.52414,0.4314,?,0.45577
0.13266,0.1728,0.36529,0.19917,0.35714,0.4,0.43771,0.32422,0.3871,0.49679
0.1152,?,0.35325,0.17175,0.35714,0.2,0.47557,0.3496,0.41936,0.26026
0.27286,0.1039,0.59794,0.38291,?,0.4,0.49609,0.35789,0.43436,0.27885
?,0.09176,0.35599,0.16532,0.5,0.4,0.48575,0.3316,0.41672,0.42564
0.44801,0.0792,0.63584,0.39677,0.71429,0.53333,0.4968,0.36713,0.43896,0.39487
0.37548,0.35659,0.71012,0.58077,0.92857,0.6,0.63646,0.58247,0.61352,0.52051
0.15361,0.54403,0.68122,0.54568,0.85714,0.8,0.67491,0.58845,0.63726,0.74487
0.36307,0.03456,0.28822,0.30363,0.21429,0.26667,0.15363,0.17437,0.1635,0.19551
0.41286,0.09461,0.47253,0.45374,0.42857,0.46667,0.32247,0.33657,0.32976,0.31282
0.187,0.32231,0.55713,0.40218,0.85714,0.66667,0.50076,0.43144,0.47046,0.55192
0.28828,0.15855,0.41113,0.34091,0.5,0.4,0.39385,0.36032,0.3796,0.31731
0.23041,0.17107,0.50691,0.32974,0.42857,0.4,0.39334,0.35439,0.37662,0.31474
0.2086,0.21684,0.53608,0.3645,0.64286,0.46667,0.51016,0.44544,0.48199,0.40769
0.19733,0.25946,0.46444,0.35197,?,0.46667,0.48048,0.40487,0.44726,?
0.12359,0.25808,0.37714,0.28004,0.5,0.4,0.4567,0.347,0.40786,0.50321
0.28828,0.01982,?,0.22709,0.57143,0.33333,0.36181,0.25242,0.31287,0.30192
0.26994,0.16084,?,0.3464,0.5,0.4,0.42597,0.37443,0.40359,0.32821
0.21885,0.26286,0.52013,0.38019,0.57143,0.46667,0.47472,0.40952,0.44624,0.38974
0.1867,0.12707,0.5147,0.26277,0.64286,0.4,0.52179,0.35738,?,0.35128
0.09964,0.20549,0.37258,0.25055,0.57143,0.26667,?,0.34063,0.36931,0.32949
0.11479,0.21953,0.36242,0.23853,0.64286,0.46667,0.41033,0.31853,0.36954,0.45192
0.25242,0.24224,0.5177,0.41697,0.57143,0.53333,0.47068,0.41368,0.44593,0.45577
0.25064,0.31016,0.52,0.39954,0.64286,0.53333,0.53185,0.42962,0.48663,0.49423
0.28015,?,0.62765,0.4253,0.57143,0.4,0.52103,?,0.4722,0.31667
0.20851,?,0.52292,0.36861,0.57143,0.46667,0.47881,0.38988,0.43951,0.40897
0.13768,0.32525,0.41232,0.31144,0.42857,0.4,0.37137,0.36396,0.36897,0.35064
0.15597,0.16084,0.47675,0.21926,0.42857,0.26667,0.55416,0.41749,0.49328,0.30385
0.01229,0.39537,0.42001,?,0.42857,0.33333,0.44971,0.41348,0.43437,0.42244
0.32026,0.23232,?,0.42324,0.64286,0.46667,0.45247,0.3898,0.42508,0.33077
0.17039,0.17571,?,0.37368,0.42857,0.4,0.48922,0.41336,0.45591,0.32821
0.17646,0.206,0.48859,0.30614,0.57143,0.33333,0.50274,0.38796,0.45171,0.45128
0.16659,0.50064,0.59243,0.53284,0.5,0.4,0.50716,0.47184,0.49239,0.52051
0.22232,?,0.39368,0.2602,0.28571,0.26667,0.39588,0.2906,0.3489,0.20256
0.18234,0.25572,0.38088,?,0.57143,0.53333,0.4319,0.39645,0.41688,?
0.18927,0.24398,0.4932,0.32579,0.57143,?,0.48727,0.39991,0.44871,0.35769
0.39868,0.2148,0.5063,0.46014,?,0.66667,0.47946,0.34975,0.42156,0.58333
0.3609,0.0,?,0.27118,0.28571,0.2,0.33081,0.25865,0.29877,0.18013
0.15361,0.24077,?,?,0.5,0.33333,0.41529,0.34902,0.38616,0.35192
0.28994,0.23507,0.75817,0.57076,0.71429,0.66667,0.54914,0.45123,0.50593,0.49615
0.15619,0.35141,0.49061,0.39492,0.5,0.53333,0.46895,0.4053,0.44116,0.45
0.22529,0.33189,0.48016,0.39303,0.64286,0.4,0.446,0.38358,0.41871,?
0.27322,0.21354,0.5378,?,0.5,0.4,0.49293,0.37593,0.44086,0.38718
0.21212,0.16293,0.36208,0.33248,0.5,0.53333,0.40221,0.36348,0.38561,0.44359
0.32838,0.15516,0.50013,0.32954,0.64286,0.53333,0.46662,0.35884,0.41868,?
0.21733,0.35859,0.52614,0.40574,0.64286,0.46667,0.54025,0.44049,?,0.43077
0.14179,0.28269,?,0.34595,0.64286,?,0.49804,0.42489,0.46599,0.61923
0.12808,0.42672,0.50781,0.42136,0.64286,0.46667,0.55522,0.48311,0.52379,0.41474
0.22108,0.17308,0.54408,0.35621,0.57143,0.53333,0.47468,0.3733,0.42969,?
0.16816,0.18828,?,0.31096,0.42857,?,0.35482,0.33474,0.3466,0.32115
0.17149,0.19973,0.46658,0.2596,0.5,0.33333,?,0.34863,0.413,0.35513
0.09806,0.08401,0.36082,0.15893,0.5,0.4,0.42272,0.26443,?,0.26154
0.1043,0.23232,?,0.28648,0.42857,0.33333,0.43033,0.34864,0.3942,0.33397
0.13953,0.20504,?,0.24397,0.57143,0.4,0.41441,0.32297,0.37379,0.44231
0.25219,0.24966,0.52921,0.38033,0.42857,?,0.45299,0.43249,0.44484,0.43462
0.08481,0.28256,0.48346,0.29359,0.57143,0.33333,?,0.37105,0.41729,0.33846
0.42241,0.58081,0.64762,0.69998,0.42857,0.46667,0.58272,0.5658,0.57655,0.34679
0.28415,0.11302,0.45596,0.32232,0.64286,0.4,0.42948,0.3709,0.4039,0.36538
0.10319,0.03192,0.32999,?,0.35714,0.2,0.32093,0.18907,0.26163,0.14231
0.05418,0.11733,0.3327,0.12009,0.57143,0.2,0.45281,0.28325,0.37665,0.41538
0.18905,0.22517,0.45229,0.34123,0.71429,0.53333,0.45968,0.3826,0.42574,0.6391
0.35045,0.18586,?,0.45188,0.64286,?,0.50697,?,?,0.44487
0.137,0.16953,0.52037,0.31701,0.57143,0.4,0.51632,0.3979,0.46367,0.29744
0.10814,?,0.30386,0.28148,0.35714,0.33333,0.34248,?,0.32687,0.30321
0.09042,0.25175,0.40969,0.2573,0.35714,?,?,0.37922,0.41604,0.35577
0.3773,0.2436,?,0.44297,0.57143,0.6,0.48005,0.39424,0.44218,0.38141
0.17419,0.04311,0.26339,0.13607,0.14286,0.13333,0.33402,0.22286,0.28419,?
0.21924,?,0.49895,0.37933,0.64286,0.53333,0.50483,0.42545,0.46995,0.52308
0.0256,0.53857,0.45039,0.40634,0.35714,0.33333,0.49634,0.47279,0.48691,0.49872
?,0.20736,0.45681,0.30363,0.42857,0.4,0.4703,0.36261,0.42242,0.33269
0.05056,0.30243,?,0.24908,0.64286,0.33333,0.49971,0.40986,0.46004,0.44936
0.21277,?,0.46629,0.32315,0.71429,0.46667,0.45061,0.36278,0.41174,0.4641
0.03396,0.48333,0.45935,0.39759,0.64286,0.6,0.44781,0.4387,0.44484,0.54487
0.26923,0.20679,0.46009,0.38593,0.64286,0.46667,0.40291,0.37697,0.39215,0.39679
0.23306,0.13311,0.54292,0.30643,0.71429,?,0.53638,0.45147,0.49907,0.43974
0.10602,0.36898,0.54743,0.33402,0.57143,0.53333,?,0.39173,0.43037,0.47949
0.2157,0.28472,0.50804,0.3471,0.5,0.33333,0.53782,0.42179,0.48631,0.34487
?,0.21445,0.51639,0.412,?,0.53333,0.44637,0.37624,?,0.45256
0.07594,0.28192,0.29579,0.24002,0.28571,0.26667,0.35074,0.2715,0.31552,0.35513
0.26504,0.12885,0.58857,0.35243,?,0.46667,?,0.38145,0.4514,0.34744
?,0.14887,0.51401,0.45115,0.5,0.46667,0.47827,0.36991,0.4301,0.36154
0.31074,0.32445,?,0.50143,0.57143,0.6,0.48633,0.44042,0.46668,0.63782
0.15131,0.21845,0.40742,0.26715,0.5,0.33333,0.49125,0.40174,0.45172,0.49038
0.02852,0.38819,0.40456,0.33289,0.42857,0.46667,0.43186,0.41048,0.42325,0.4391
0.30721,0.10645,0.36066,0.27689,0.35714,0.33333,0.36645,0.28418,0.32989,0.30705
0.08129,0.2443,0.4076,?,0.42857,0.26667,0.49163,0.3832,0.44347,0.28462
?,0.22964,0.49582,0.40247,0.64286,0.53333,0.44764,0.37151,?,0.42244
0.16092,0.18586,?,0.32883,0.42857,0.4,0.37649,0.32718,0.35499,0.4391
0.29784,0.26225,0.57858,0.42458,0.71429,0.66667,0.5144,0.43709,0.4805,0.51026
0.33535,?,?,0.37141,0.42857,0.4,0.49836,0.4244,0.46594,0.27115
0.23761,?,0.58589,?,0.57143,0.4,0.54722,0.39442,0.47896,?
0.09725,0.43623,0.38927,0.30949,0.5,0.4,0.37723,0.38993,0.38403,0.41667
0.03203,0.07928,0.38903,0.05937,0.5,0.13333,0.53923,0.30998,0.43607,0.23013
0.23344,0.17883,0.46271,0.31009,0.57143,0.4,0.44736,0.32778,0.39399,0.2859
0.11819,0.22209,?,0.20919,0.57143,0.4,0.51269,0.36378,0.44612,?
0.35825,0.1588,?,0.37956,0.57143,0.46667,0.49833,0.3865,0.44863,0.38333
0.5178,0.23607,0.59853,0.53916,0.5,0.46667,0.48467,0.3906,0.44304,0.38462
0.19129,0.21288,0.38329,0.31672,?,0.66667,0.43718,0.32841,0.38872,0.54808
0.06201,0.36447,0.45898,0.36822,0.5,0.4,0.45081,0.40674,0.4319,0.34038
0.1512,0.32744,0.56004,?,0.71429,0.46667,0.52325,0.43351,0.4837,0.54038
0.04828,0.25603,0.3739,0.20617,0.5,0.33333,0.4291,0.33028,0.38516,0.33013
