COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX
0.22659,0.19338,0.48504,0.35717,0.64286,?,0.45612,0.36672,0.41655,0.44551
0.224,0.19595,0.47839,0.35226,0.64286,0.46667,0.46045,0.36569,0.41844,0.44551
0.24006,0.05713,0.45068,0.29364,0.5,0.33333,0.4073,0.32963,0.37295,?
0.29456,0.21263,0.53511,0.34991,?,0.4,?,0.38469,0.41606,0.45385
0.14953,0.14803,0.39803,0.24077,0.42857,0.26667,?,0.33716,0.35558,0.29423
?,?,0.53248,0.41732,0.57143,0.46667,0.50265,?,0.44436,0.46731
0.31502,0.53159,0.59438,0.6131,0.57143,?,0.59996,0.61073,0.60646,0.58462
0.22529,0.16051,?,0.25442,0.64286,0.46667,?,?,0.41996,0.41346
0.18009,0.13109,0.48754,0.25248,0.57143,0.4,0.4499,0.30253,0.38386,0.29487
0.15317,0.22508,0.51709,0.45034,1.0,?,0.44776,0.4186,0.43565,0.50064
0.29233,0.29663,0.5805,0.41304,0.71429,0.66667,0.51298,0.43906,0.48062,0.57692
0.17714,0.23607,0.57972,0.32511,0.57143,?,0.61827,0.44991,0.5431,?
0.21802,0.1349,0.41427,0.25376,0.35714,?,?,0.30217,0.36768,0.30513
0.21712,?,0.60958,0.36486,?,0.6,0.55537,0.4577,0.51229,0.54038
0.06553,0.37069,0.57452,0.36873,0.71429,0.46667,0.52373,0.42952,0.48214,0.49038
0.1232,0.18513,0.37036,0.2304,?,0.26667,0.47454,0.35522,0.42136,0.31474
0.15728,0.19989,0.33982,?,?,0.46667,0.40677,0.27609,0.34823,0.36859
0.17479,0.3399,0.4369,?,0.5,0.46667,0.39155,0.39144,0.39254,0.43333
0.24018,0.146,0.38252,0.29321,0.5,0.46667,?,0.32408,0.34669,0.35513
0.39992,0.14022,0.61102,0.45609,0.64286,0.46667,?,0.38679,0.44583,0.36667
?,0.19282,0.57474,0.33554,0.5,0.4,0.56085,0.41121,0.49407,0.33141
0.16484,0.24322,0.48025,0.32123,0.5,0.4,?,?,0.42005,0.37756
0.38536,0.12228,0.51639,0.36368,0.42857,0.33333,0.44562,0.35418,?,0.35962
0.19038,0.1178,0.39541,0.26582,0.42857,0.33333,0.32942,0.1967,0.26974,0.29423
0.23467,0.2904,0.56435,0.40908,0.71429,0.53333,0.57867,0.4384,0.51621,0.51859
0.2224,?,0.51235,0.36661,0.64286,0.53333,0.48663,0.38219,0.44028,0.39872
?,0.08254,0.57774,?,0.64286,?,0.42891,0.31872,0.37978,0.33462
0.28852,0.2127,0.53812,0.38907,0.71429,0.53333,0.50651,0.42355,0.47001,0.58462
0.24506,0.20749,0.33889,0.29422,?,0.4,0.40982,0.2956,0.3588,0.39872
0.355,0.17741,0.54812,0.37698,0.5,0.53333,0.534,0.39355,?,0.425
0.0155,0.42202,0.50176,0.31024,0.5,0.33333,0.50326,0.40649,0.46045,0.41731
?,0.15262,0.65164,0.48113,0.71429,0.4,?,0.4955,?,?
0.11141,0.27572,0.4665,?,0.5,0.33333,0.49635,0.38588,0.44727,0.35128
0.0192,0.52273,0.49234,0.34411,0.5,0.33333,0.51703,?,0.51562,0.44615
0.21311,0.16325,0.58198,0.35269,0.64286,?,0.5303,0.40033,0.47241,0.44167
0.20565,0.11693,0.51256,0.27683,0.64286,0.46667,0.51014,0.34726,0.43719,0.38846
0.32493,?,0.58659,0.45017,0.64286,0.6,0.5066,0.43417,0.4749,?
0.17786,0.08804,0.3446,0.18481,0.42857,0.2,0.42713,0.28511,0.36347,?
0.15019,0.2602,0.5453,0.34889,0.64286,0.53333,0.46508,0.4134,0.44274,0.46154
?,0.13192,0.52065,0.3263,0.42857,?,?,0.40431,0.47967,0.32051
0.12779,0.14057,0.36327,0.20374,0.35714,0.26667,0.53503,0.37554,0.46369,0.33205
0.10686,0.13223,0.34518,0.15739,0.42857,0.2,0.45617,0.33035,?,0.26667
0.16941,0.18757,?,0.27441,0.35714,?,0.44918,0.36281,0.41097,0.31474
0.17601,0.30492,0.48571,0.37522,0.5,0.4,?,0.4209,0.44456,0.37756
0.2006,0.11457,0.31804,0.27387,0.35714,?,0.32752,0.32508,0.32727,?
0.16552,0.23896,0.40721,0.28355,0.57143,0.46667,0.44981,0.38739,0.42253,0.4391
0.18662,0.44939,0.52225,0.41052,0.64286,0.46667,0.45469,0.42868,0.44403,0.45705
0.32111,0.14192,0.48835,0.33364,0.57143,0.4,0.4687,?,?,0.39487
0.19773,0.19463,0.48261,0.34441,0.71429,0.66667,0.45452,?,0.40363,0.56026
?,0.41954,0.51401,0.41843,0.5,0.4,0.48155,0.42894,0.45883,0.4
?,0.14897,0.36558,0.33281,0.42857,0.46667,?,0.33757,0.34024,0.37821
0.11227,0.09725,0.36759,0.16274,0.42857,0.26667,0.34019,0.23848,0.29469,0.30128
0.15121,0.12204,?,0.24234,?,0.33333,0.44631,0.31681,0.38841,?
?,0.2445,0.54682,0.36588,0.64286,0.53333,0.52522,0.43249,0.48431,0.46538
0.12725,0.29745,0.50766,0.34008,0.5,0.33333,0.53591,0.45537,0.50059,0.41923
0.1825,0.17416,0.47798,0.29664,0.64286,0.53333,0.49715,0.39481,0.45178,0.44615
0.26458,0.22588,0.48687,0.36476,0.78571,0.6,?,0.38911,0.44777,0.53654
?,0.27273,0.41983,0.27929,0.5,0.4,0.35874,0.30312,0.33432,0.5359
0.28894,0.15546,0.50955,0.38805,0.57143,0.53333,0.45447,0.36625,?,?
0.19945,?,0.53977,0.42207,0.64286,0.46667,0.50154,0.42205,0.46661,0.40705
0.11653,0.3605,0.47567,0.407,0.42857,0.46667,0.48019,0.44917,0.46731,0.39615
0.39348,?,0.52564,0.49895,0.5,0.46667,0.49639,0.48809,0.49392,0.49872
0.10285,0.38182,0.42996,?,0.5,0.33333,0.37577,?,?,0.39487
0.32572,0.12596,0.54892,0.41488,0.42857,0.4,0.41605,0.35139,0.38766,0.35513
0.16704,0.23056,0.56328,0.33608,0.64286,0.46667,0.46791,0.39903,0.43773,0.45962
0.0497,0.36898,0.41714,0.31791,0.35714,0.26667,0.40036,0.40764,0.40474,0.3359
0.30571,0.22699,?,0.4131,0.71429,0.73333,0.51956,0.4103,0.4711,0.52372
0.29004,0.11686,0.66139,0.3161,0.78571,0.4,0.63155,0.4062,0.53042,0.45
0.20596,0.20767,0.44756,0.31561,0.71429,0.53333,0.49809,0.36002,0.43642,0.5609
0.16803,0.24259,0.45029,0.32562,0.5,0.53333,0.45411,0.35538,?,0.38013
0.16634,0.14084,0.49477,0.28777,0.57143,0.46667,0.54164,0.39937,0.47817,0.35897
0.20622,0.35123,0.47195,0.38041,0.64286,0.66667,0.42749,0.40214,0.41706,0.59808
?,0.11102,0.43929,0.17925,?,0.33333,0.53933,0.37719,0.46679,0.54551
0.14629,0.30775,0.44282,0.33248,0.64286,?,0.45243,0.39418,0.42706,0.48013
0.25712,?,0.4477,0.326,0.42857,0.4,0.45878,0.37884,0.42353,0.37179
0.26539,?,0.52539,?,0.5,0.33333,0.47189,0.3557,0.42014,0.26218
?,0.19008,0.46498,0.33224,0.71429,0.53333,0.46737,0.38297,0.43011,0.43526
0.17219,0.26636,0.482,0.31937,0.71429,0.33333,0.4908,0.40963,?,0.40962
0.27994,0.19796,0.41329,?,0.57143,0.53333,0.36087,0.3441,?,0.40513
?,0.10802,0.24698,0.14213,0.42857,0.26667,0.38182,0.28418,0.33829,0.30192
0.21628,?,0.54633,0.39271,0.57143,0.4,?,0.42842,0.49749,0.38526
0.20098,0.1446,0.30594,?,0.57143,?,0.33587,?,0.29736,0.45192
0.07482,0.30862,0.41044,0.27272,?,?,0.4031,0.3429,0.37671,0.30833
0.19439,0.28681,0.55793,0.44769,0.5,0.46667,0.5064,0.44736,0.48081,0.42179
0.09852,0.28041,0.36506,0.27397,0.57143,0.46667,0.3991,0.32674,?,0.46859
?,0.26136,0.35457,0.27516,0.42857,0.26667,0.37441,0.36351,0.37043,0.31474
0.40457,0.44174,0.65811,0.60405,0.64286,0.6,0.59896,0.62363,0.61181,0.55577
0.14854,0.16084,0.3384,0.24009,0.35714,0.26667,0.37242,0.31771,0.34844,0.29038
0.33514,0.09216,0.58366,0.40808,0.64286,0.53333,0.43175,0.36713,0.40342,0.43462
0.19706,0.30092,0.42931,0.35098,0.57143,0.4,0.40841,0.37081,0.39234,0.55962
0.16304,0.16507,0.47549,0.39324,0.57143,?,?,0.37775,0.39812,0.30256
0.09968,0.29606,0.42554,0.32279,0.5,0.33333,0.46336,0.41244,0.44136,0.39551
0.22782,0.23102,0.56212,0.40096,0.85714,0.53333,0.51505,0.43057,0.47787,0.46859
?,0.1502,0.33917,0.26686,0.64286,0.46667,0.36879,0.26255,0.3213,0.40962
0.10666,?,0.40942,0.26435,0.64286,?,0.47878,0.39889,0.44361,?
0.26849,0.12603,?,0.27387,0.57143,0.33333,?,0.36185,0.44566,0.24167
0.25087,0.16435,0.46281,0.32498,0.57143,0.46667,0.39912,0.32437,0.36608,0.36923
0.06986,0.32417,0.29444,0.24112,0.5,?,?,0.32491,0.33339,0.28397
0.0685,0.35319,0.48571,0.31189,0.57143,0.4,?,0.3926,0.42617,?
0.22401,0.198,0.59169,0.33932,0.57143,0.46667,0.54059,?,0.49036,0.40769
0.11391,0.09397,0.21721,0.15481,0.14286,0.2,0.30554,?,0.30438,0.18654
0.22745,0.18765,0.52308,0.3732,0.57143,0.46667,0.45452,0.39365,0.42795,0.44103
0.13824,0.32314,0.50691,0.41017,?,0.46667,0.44043,0.43755,0.44029,0.40064
0.21967,0.19281,0.50378,0.33456,0.71429,0.53333,0.52882,0.37885,0.4618,?
0.22246,0.30151,?,0.37134,0.57143,0.46667,0.44189,0.39855,0.42329,0.425
0.25912,0.09352,0.35723,0.28294,0.35714,0.26667,?,0.27249,?,0.22179
0.1581,0.10597,0.44368,0.21831,0.57143,0.26667,0.50029,0.38546,0.44923,0.30449
0.4939,0.35385,0.76369,0.70538,0.92857,0.8,0.68142,0.63874,0.66376,0.56218
0.33031,0.34586,0.49886,0.49777,0.85714,0.73333,0.47945,0.48749,0.48439,0.67372
0.10535,0.33094,?,0.29737,0.5,0.4,?,0.43022,0.48552,0.40705
?,0.18795,0.32199,0.29682,0.42857,0.46667,?,0.29857,0.31896,?
0.16979,?,0.43143,0.3334,0.64286,0.46667,0.45946,?,0.41889,0.42692
0.18466,0.16758,0.41246,0.2499,0.71429,0.4,0.45135,0.34663,?,0.59936
0.20004,?,0.5042,0.28031,?,0.4,0.46096,0.35088,0.41197,0.30897
?,0.03945,0.25477,0.09452,0.21429,0.2,0.22941,0.14422,0.19115,0.18141
0.11529,0.16941,0.31546,0.22942,0.64286,0.4,?,0.25395,0.30417,?
0.21959,0.25665,0.42469,0.34737,0.42857,0.4,0.43694,0.39624,0.41953,0.34744
0.21849,0.0721,0.48571,0.25446,?,0.26667,0.4326,0.32714,0.38564,0.24744
0.09725,0.12034,0.56259,0.18219,0.85714,0.33333,0.52846,0.46554,0.50116,0.47628
0.34006,0.0789,?,0.35684,0.5,0.33333,0.40156,0.35634,0.38199,0.26987
0.14187,0.22057,0.32447,0.2269,0.42857,0.46667,0.38949,0.29306,0.34653,0.41603
0.1056,0.3267,0.38371,0.27516,0.42857,0.4,0.39274,0.33023,?,0.37179
0.09775,0.216,0.39419,0.28796,0.5,0.33333,0.39841,0.33507,0.37057,0.45449
0.0768,0.3168,0.37974,0.32974,0.5,0.4,0.37032,0.37824,0.37492,0.37885
0.05826,0.15622,0.15074,0.10919,0.35714,0.4,0.15516,0.07447,0.11876,0.35962
?,0.21834,0.49637,0.37574,0.64286,0.6,0.49903,0.42091,0.46471,0.51026
0.20481,0.16896,0.32675,0.25953,0.5,0.33333,0.39808,0.39293,0.39679,0.34103
0.25032,?,0.52649,0.42691,?,0.46667,?,0.3732,0.40588,0.47949
0.15164,0.4289,0.57538,0.44612,0.71429,0.46667,0.55228,?,0.52653,0.43654
0.12997,?,?,0.19982,0.57143,0.26667,0.52427,0.3977,0.46792,0.27692
0.28223,0.15624,0.53311,0.34982,0.71429,0.46667,0.50007,0.40226,0.45677,0.36218
0.32184,0.2987,0.5551,?,?,0.46667,0.582,0.48339,0.53856,0.50385
0.21092,0.15161,0.45602,?,0.64286,0.53333,?,0.38167,0.43835,0.45192
0.29766,0.26001,0.51893,0.4122,0.5,0.53333,0.439,0.4012,?,0.37628
0.20481,0.17424,0.46805,0.30102,?,0.33333,0.49273,0.40377,0.45345,0.26923
0.28161,0.05361,0.43341,0.34889,0.42857,0.33333,0.36858,0.31905,0.34696,0.30128
0.12833,?,?,0.24757,0.28571,0.33333,0.30022,0.29618,0.29918,0.31603
0.09301,0.24937,0.31995,0.29865,0.35714,0.33333,0.3505,0.32199,0.33843,0.38718
0.11713,?,0.41197,0.25178,0.57143,0.4,0.51735,0.39057,0.46088,0.3859
0.20888,0.27694,0.51016,0.42981,0.64286,0.6,0.49665,0.41503,0.46073,0.525
0.17018,0.27077,0.557,0.40042,0.5,0.4,0.54032,0.4433,0.49749,0.41346
0.42836,0.2356,0.69095,0.51504,0.71429,0.73333,0.61302,0.51789,0.57124,0.39167
?,0.14759,0.45143,0.29437,0.5,0.33333,0.42777,0.34127,?,0.26667
0.25995,?,0.66505,0.43802,0.57143,0.4,0.51118,0.3962,0.46008,0.27051
0.49013,0.19153,0.54356,0.48718,0.64286,0.46667,?,0.42025,0.49654,0.35769
0.24367,0.21425,0.54433,0.36408,0.78571,0.6,?,0.42983,0.47596,0.39551
0.2344,0.04834,0.42844,0.36594,0.5,0.4,0.37255,0.3414,0.35933,0.25128
0.2099,0.15584,?,0.36721,0.42857,0.4,0.49205,0.40975,0.45581,0.36987
0.1631,0.22707,0.48659,0.30886,0.64286,0.4,0.46877,?,?,0.56987
0.26095,0.14531,0.704,0.43511,0.64286,0.46667,0.6072,0.46595,0.54437,0.35449
0.16816,0.17837,0.51058,0.29898,0.64286,0.4,0.54859,0.41376,0.48853,0.42308
0.12333,0.1221,0.34532,0.16746,0.35714,0.2,0.52728,0.38761,0.46496,0.28141
0.16043,0.28818,0.41342,0.32244,?,0.4,0.45171,0.39466,0.42688,0.55256
0.17094,0.24407,0.44716,0.33086,0.57143,0.4,0.42948,0.35018,0.39444,0.41603
?,0.08628,0.35824,?,0.5,0.33333,0.47185,0.30312,0.39613,0.25577
0.39919,0.11924,0.50589,0.38579,0.57143,?,0.49199,0.36192,0.43396,0.34487
0.24617,0.08308,0.55133,0.31262,0.42857,0.26667,0.45015,0.39088,0.4243,?
0.39913,0.06586,?,0.36548,0.42857,0.33333,0.44045,0.37184,0.41032,0.3359
0.20975,0.31724,0.59425,0.45059,0.71429,0.66667,0.59145,0.52955,0.56478,?
0.08972,?,0.59551,0.2216,0.71429,0.4,0.53464,0.43716,0.49159,0.49744
0.12997,0.30706,0.48979,0.33416,0.57143,0.4,0.48397,?,0.44921,0.4
?,0.06534,0.12143,0.16457,?,0.13333,0.22899,0.1615,0.19881,0.08782
0.33489,0.24488,0.59598,0.46276,0.5,0.4,0.45094,0.41526,0.43586,0.41538
0.38373,0.04595,0.48358,0.37204,0.57143,0.46667,0.4928,0.39182,0.44804,0.29423
?,0.23994,0.37105,0.25911,0.64286,0.4,0.4186,0.37806,0.40122,0.45641
0.16314,0.05768,0.32091,0.15422,0.28571,0.13333,0.41165,0.32081,0.3713,0.2391
0.2721,0.17379,0.50842,0.33467,0.64286,0.53333,0.43584,0.38488,?,?
0.5364,0.26551,0.6615,0.6097,0.71429,0.73333,0.60102,?,0.56591,0.4891
0.05981,0.38241,?,0.28551,0.42857,0.26667,0.49213,0.4157,0.45857,0.34231
0.22529,0.12121,0.51106,0.31592,0.57143,0.33333,?,0.39153,0.4317,0.34038
0.31752,0.02807,0.49745,0.40262,0.57143,?,?,0.35794,0.39197,0.31923
0.04178,0.31024,0.33887,0.20889,0.42857,?,0.46731,0.3604,0.41978,0.46731
0.07443,0.09211,0.29314,?,0.28571,0.13333,0.46802,?,0.39909,0.22179
0.13517,0.23418,0.51835,0.35226,0.42857,0.33333,0.49159,0.38198,0.44289,0.37244
0.34483,0.0569,0.47382,0.39188,0.42857,0.4,0.36568,0.35158,0.36022,0.22885
0.23632,0.2047,0.5224,0.33416,0.64286,0.4,0.49365,0.36709,0.43722,0.35705
0.38835,0.07588,0.48101,0.37098,0.5,0.46667,0.37527,0.32889,0.35511,0.36987
0.1812,0.14575,0.4279,0.28677,0.57143,0.4,0.41551,0.34566,0.38475,0.41795
0.20481,0.05069,0.29849,0.21867,0.42857,0.26667,0.31003,0.26646,0.29098,0.22756
0.18568,0.27572,0.5519,0.39056,0.78571,0.46667,0.45081,0.42957,?,0.46538
0.38113,0.06288,0.6128,0.39324,0.57143,0.33333,0.5367,?,0.4751,0.26923
0.06013,0.17114,0.34674,0.13899,0.5,0.4,0.50709,0.33773,0.43117,0.48846
0.19278,0.32276,?,0.33476,0.5,0.46667,0.38981,0.40596,0.39821,0.45897
0.17921,0.2376,0.45039,0.33932,0.5,0.4,0.49324,0.37543,0.44081,0.34872
0.18665,0.2796,0.46538,0.40523,0.5,0.4,0.43813,0.40962,0.42629,0.33654
0.3178,0.15731,0.41446,0.31588,0.57143,0.46667,0.39889,0.33399,0.37034,0.42821
0.07724,0.21506,0.31585,0.17315,0.35714,0.33333,0.35945,0.31868,0.3418,0.425
0.10533,0.16293,0.3752,0.28871,0.42857,0.33333,0.41259,0.31177,0.36769,0.39359
0.11729,0.21771,0.21135,0.19079,0.35714,0.26667,0.32746,0.25748,0.2964,0.25385
0.05929,0.35215,0.46731,0.38881,0.5,0.4,0.45361,0.42907,0.44362,0.36923
0.39103,0.14338,0.539,0.41149,0.57143,0.53333,0.4216,0.31994,?,0.40064
0.07951,0.17571,0.40049,0.19524,0.71429,0.73333,0.44695,0.37793,?,0.61026
0.29683,0.22604,0.54873,0.43999,?,0.46667,0.49546,0.47698,0.48835,0.39744
0.44632,0.28931,?,0.53172,0.71429,0.66667,0.65912,0.54054,0.60677,0.64167
0.77984,0.32168,0.90716,0.89983,0.64286,?,0.68107,0.68876,?,0.43141
?,0.16982,0.61294,0.42161,0.64286,0.53333,0.52659,0.43551,0.48643,?
0.4314,0.05932,0.56977,0.40566,0.71429,0.4,0.46943,0.36213,0.42173,?
0.20152,0.21101,0.4055,0.31024,0.5,0.33333,0.41519,0.37205,0.39661,0.35064
?,0.40746,0.46479,0.35537,0.5,0.33333,0.44136,?,0.43666,?
0.16397,0.31425,0.47675,0.35687,0.64286,0.46667,0.48915,0.38972,0.44509,0.5391
0.26504,0.16399,0.42095,0.32411,0.71429,0.46667,0.33263,0.31238,0.32427,0.30256
0.22637,0.19008,0.41599,0.23601,0.5,0.26667,0.4797,0.36684,0.42949,0.37051
0.18328,0.17011,0.5114,0.31319,0.57143,0.46667,0.46375,0.41333,0.44198,0.30385
0.19805,0.09191,?,0.27945,0.42857,0.33333,0.43176,0.34809,0.39473,?
?,0.21279,0.55277,?,0.71429,0.46667,0.52691,0.43281,0.48538,0.43526
0.34419,0.30976,0.61524,0.44252,?,0.26667,0.43485,0.40236,?,0.2609
0.25558,?,0.55592,0.4374,0.57143,0.53333,0.5021,0.47004,0.4888,0.45064
0.12725,0.05249,0.32232,0.07566,0.35714,0.13333,0.3938,0.26113,0.33432,?
0.37548,0.03872,0.44254,0.23186,0.42857,0.26667,0.28545,0.23566,0.26349,0.23013
0.15478,0.18089,0.40118,?,0.5,0.4,0.38492,0.33914,0.36506,0.33782
0.25786,0.20153,0.45528,?,?,0.46667,?,0.28574,0.30517,0.31282
0.02964,0.18341,0.53684,0.17889,0.64286,0.26667,0.52132,?,0.47733,0.35641
?,0.0789,0.38674,0.07067,0.28571,?,0.46395,0.24914,0.36718,0.16154
0.17871,0.16084,0.43527,0.29218,0.35714,0.4,?,0.34583,0.38845,0.40641
0.23819,0.20264,0.52936,0.31734,0.64286,0.4,0.47381,0.37486,0.42993,?
0.27034,0.25317,0.51785,0.41949,0.57143,0.46667,0.46031,0.38573,?,0.40256
0.27363,0.20317,0.50695,0.41883,0.5,0.4,0.44694,0.39541,0.42461,0.32821
0.13922,0.28192,0.44424,0.31576,0.42857,0.4,0.43955,0.38405,0.4154,0.31346
0.11653,0.1442,0.27267,0.20652,0.28571,?,0.36378,0.3042,0.33757,0.21731
0.22403,0.21475,?,0.32647,0.57143,0.46667,0.4717,0.37885,?,0.49231
0.16932,0.23572,0.4918,0.31811,0.64286,0.6,0.4638,0.39429,0.43332,0.38974
0.28936,0.23019,0.60157,0.4146,0.64286,0.46667,?,0.43075,0.4711,0.48141
0.19024,0.15488,0.43822,0.2871,0.64286,0.33333,0.42547,0.34201,?,0.39679
0.24757,0.13786,0.45796,0.30723,0.5,0.4,0.47596,0.33794,0.41426,0.32179
0.03922,0.33972,0.3944,0.25518,0.57143,0.26667,0.42312,?,0.39827,0.36731
0.17982,0.26856,0.34775,0.26618,0.42857,0.33333,0.40826,?,?,0.36795
0.33972,?,0.58132,0.42245,0.71429,?,0.54229,0.41178,0.48419,?
0.21356,0.32646,?,0.40684,0.5,0.46667,0.45222,0.42416,0.44062,0.34936
0.07645,0.37845,0.43033,0.33936,0.57143,0.4,?,0.40058,0.47592,0.45769
0.32795,0.12351,0.63081,0.33289,0.64286,?,0.55578,0.42519,0.49768,0.31923
0.13053,0.29614,0.43819,0.3073,0.64286,0.6,0.44131,0.37825,0.41371,0.45192
0.23122,0.19809,0.63296,0.38659,0.64286,0.46667,?,0.48436,0.54983,0.40962
0.3363,0.21097,0.52156,0.44643,0.71429,0.53333,0.46262,0.37922,?,0.54167
0.26767,0.12421,0.43378,0.29049,0.57143,0.4,0.42951,0.32634,0.38358,0.29038
0.37034,0.05729,0.41386,0.41238,0.35714,0.4,0.34153,?,0.32893,0.21603
0.11423,0.31805,0.46765,?,0.5,0.4,?,0.42895,?,0.45513
0.16221,0.23418,0.54944,0.37249,0.64286,0.4,0.50373,?,0.47233,0.40897
0.26963,0.22244,0.52292,0.39819,0.71429,0.6,0.46914,0.38477,?,0.42949
0.20276,0.20909,0.53701,0.31687,0.71429,0.33333,?,0.39748,0.4553,0.37949
0.18978,0.21212,?,0.28936,0.57143,0.33333,0.50092,0.40535,?,0.40321
0.11455,0.23626,0.29801,0.21322,0.35714,0.26667,0.43771,0.35868,0.40282,0.35385
0.44335,0.18288,0.57578,0.48032,0.57143,0.4,0.48869,0.4359,0.4659,0.475
0.20815,0.12121,0.35901,0.27562,0.5,0.33333,0.38498,0.33264,?,0.2891
?,0.24178,0.31473,0.20365,0.57143,0.46667,?,0.30193,0.3548,0.50513
?,?,0.40074,0.28574,?,0.4,0.41703,0.38259,0.40243,0.43333
0.13619,0.18281,0.35672,0.31436,0.57143,0.46667,0.43777,0.32412,0.38708,0.42051
0.23508,0.10909,?,0.32325,0.57143,0.33333,0.43955,0.37589,0.41167,0.30192
0.12583,0.20019,0.46091,0.36458,0.64286,0.53333,0.46033,0.36675,?,0.53333
0.11455,0.24807,0.37705,0.27034,0.35714,0.2,0.40746,0.36881,0.39091,?
0.56984,0.21319,0.60686,0.53228,0.57143,0.6,0.49259,0.45456,0.47655,?
0.24689,0.21005,0.64806,0.38929,0.57143,0.4,0.55249,0.43797,0.50171,0.34551
0.27487,0.21009,?,0.42348,0.78571,0.53333,0.4602,0.39089,0.4298,0.43077
0.21043,0.19913,?,0.31648,0.42857,0.4,0.47391,0.41106,0.44649,0.425
0.12516,0.30976,0.55527,0.3749,0.71429,0.46667,0.5767,0.46742,0.52837,0.46923
0.1366,0.22783,0.43142,0.26078,0.5,?,0.42851,0.34565,0.39185,0.43141
0.32797,0.21743,0.44834,0.44454,0.5,0.46667,0.38138,0.28305,0.33753,?
0.06648,0.3839,0.33857,0.27568,0.5,0.33333,0.37362,0.38508,0.37984,0.45705
0.07299,0.16709,0.34094,0.13233,0.42857,0.26667,?,0.29608,?,0.38013
0.08893,0.39303,0.4901,0.35523,0.64286,0.4,0.50753,0.44623,0.48091,0.46474
0.12997,0.14476,0.37811,0.16093,0.35714,0.33333,0.48564,0.31877,0.4108,0.36603
0.09881,0.29346,0.54366,0.37107,0.5,0.46667,0.52791,?,0.49437,0.35577
0.18247,0.2529,0.51215,0.3589,0.64286,0.4,0.5259,0.41708,0.47765,?
0.31056,?,?,0.38827,0.71429,0.53333,0.46651,0.35093,0.41502,0.46603
0.30639,0.11152,0.56187,0.33204,0.64286,0.4,0.50087,0.38401,0.44888,?
0.22369,0.22738,0.6304,0.38774,0.78571,0.53333,0.61204,0.4753,0.55129,0.46667
0.25601,0.2112,0.52693,0.36166,0.42857,0.26667,0.50256,0.38323,0.44945,0.275
0.14723,0.30366,0.60422,0.37337,0.64286,0.46667,0.53922,0.44014,0.49545,0.41538
0.36917,0.35141,0.5298,?,?,?,0.53255,0.50743,0.52251,0.45962
?,0.42383,?,0.42291,0.71429,0.73333,0.5372,?,0.52416,0.79679
0.18337,0.12967,?,?,0.5,0.4,0.44043,0.35563,0.40292,0.31538
0.15872,0.22914,0.55985,0.2986,0.64286,0.33333,?,0.45484,0.52721,0.51859
0.28491,0.09793,0.53622,0.30647,0.5,0.33333,0.49918,0.352,0.43336,?
0.39425,0.0697,0.73181,0.41911,0.64286,0.33333,0.55298,0.43685,0.50147,0.34103
0.08209,0.08465,0.27098,0.16297,0.28571,0.2,0.31439,0.24368,0.28296,0.23462
0.12207,0.23056,0.4968,0.31205,?,?,0.44539,0.37868,0.41614,0.33782
0.21148,0.19227,0.52219,0.29885,0.64286,0.33333,0.50242,0.36708,0.44201,0.37436
0.05209,0.15309,0.37004,0.17112,0.5,0.26667,0.43176,0.34196,0.39194,0.44038
0.12734,0.25455,0.47727,0.40385,0.5,0.46667,0.43385,0.39946,0.41931,?
0.14185,0.222,0.41663,0.29428,?,0.46667,0.45849,0.37468,0.42147,0.48141
0.19211,0.1801,0.42497,0.32168,?,0.6,0.44956,0.33293,0.39754,0.61538
0.22529,0.18586,0.45981,0.37698,0.42857,0.46667,0.40839,0.32686,0.37228,0.24359
0.16197,?,0.5581,0.36266,0.71429,0.53333,0.50751,0.4196,0.46875,0.52115
0.3478,0.06398,0.32439,0.25807,0.35714,?,0.34312,?,0.30019,0.24167
0.21121,0.14073,0.42967,0.30433,0.35714,?,0.38794,0.32867,?,0.28974
0.0685,0.33907,0.41745,0.3432,0.5,0.46667,0.40336,0.39915,0.40251,0.43526
0.16268,0.18301,0.41812,0.27053,0.57143,0.4,?,0.33832,0.37351,0.45641
0.4727,0.22403,0.61061,0.49936,0.64286,?,0.47997,0.45391,0.46935,0.45962
0.2231,0.17864,0.63624,0.31535,0.64286,0.33333,0.55049,0.42357,0.49405,0.40513
0.23077,0.23634,0.49395,0.37204,0.64286,0.53333,0.48025,0.37547,0.43372,?
0.03991,0.14817,0.37098,0.13658,0.42857,0.2,0.39467,0.33419,0.36813,0.34359
0.37781,?,0.54002,0.35151,0.5,0.53333,0.44852,0.40154,0.42828,0.35962
0.21499,0.2993,0.57957,0.44019,0.71429,0.46667,0.48968,0.42645,0.46213,0.57115
0.2055,0.16953,0.43058,0.26919,0.42857,0.33333,0.41208,0.33869,?,0.29359
0.24782,0.19515,0.52457,0.29834,0.57143,0.6,0.45987,0.34964,0.4108,0.33205
0.16338,0.24474,0.47237,0.36497,?,0.46667,0.46331,0.41869,0.44418,0.51026
0.21738,0.19564,0.66637,0.38585,0.57143,0.33333,0.52172,?,0.47484,0.35256
0.44125,0.1465,0.63793,0.46697,0.64286,0.53333,0.57774,0.45287,0.5223,0.40833
